"ID","target","X20aa07010","X963a49cdc","X68a945b18","X935ca66a9","X8.61E.26","X26fc93eb7","X0572565c2","X66ace2992","fb49e4212","X6619d81fc","aca228668","X6eef030c1","bc70cbc26","fc99f9426","X7e814a30d","bd6da0cca","X1db387535","b43a7cfd5","X024c577b9","ea772e115","ad009c8b9","X2ec5b290f","X0ff32eb98","X166008929","X58e056e12","X241f0f867","cbb673163","X1931ccfdd","f02ecb19c","X58e2e02e6","X1fe5d56b9","X9fd594eec","fb0f5dbfe","X91f701ba2","ca2b906e8","X703885424","f97d9431e","X939f628a7","X62fb56487","eeb9cd3aa","X324921c7b","X58232a6fb","c0d2348b7","X491b9ee45","c8d582dd2","d6bb78916","c10f31664","X4bcf15776","X70feb1494","adb64ff71","X11e12dbe8","X9de83dc23","X62e59a501","X15ace8c9f","X5c6487af1","bb0ce54e9","f190486d6","f74e8f13d","X5d3b81ef8","X77deffdf0","c5a231d81","e176a204a","X1702b5bf0","a09a238d0","X190db8488","c47340d97","X8781e4b91","ef30f6be5","X23310aa6f"
"500d02a95",448666.66,1359000,0,1800000,1775333.34,1775333.34,440000,1563411.76,3147200,75000,540000,1964666.66,1878571.42,1964666.66,1563411.76,1964666.66,332000,1015000,2352551.72,5450500,7697500,941600,1477600,1563411.76,1775333.34,60000,1586888.88,260000,3076666.66,1775333.34,528666.66,92000,814800,12000000,1563411.76,274000,550000,1775333.34,1964666.66,0,307000,310000,160000,0,296444.44,377333.34,280000,440000,2460000,247166.66,1563411.76,158000,1775333.34,0,500000,1600000,0,609200,466461.54,0,1775333.34,1563411.76,115636.36,3513333.34,1775333.34,1563411.76,1563411.76,194000,168000,834800
"502cdea84",310000,3076666.66,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,466461.54,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,296444.44,550000,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,440000,1563411.76,1775333.34,1563411.76,1775333.34,1586888.88,1775333.34,3147200,0,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,75000,540000,834800,1775333.34,1563411.76,1775333.34,247166.66,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1775333.34,1015000,1600000,1563411.76,1775333.34,1477600,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,115636.36,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"510de59ed",356000,35050000,406000,0,0,732000,609200,2352551.72,400000,60666.66,60000,1970800,370000,4000000,5450500,240000,1473333.34,1359000,3244909.1,2186000,400000,0,1304800,1477600,2460000,950000,267428.58,65000,528666.66,0,16733333.34,66000,374000,908000,280000,0,307000,400000,846181.82,0,4900000,380000,450000,292000,1878571.42,244000,1933333.34,715000,194000,814800,3513333.34,0,0,8120000,430000,448666.66,0,922000,0,0,9100000,0,12000000,0,2465600,160000,310000,747333.34,600000,500000
"5244e20bb",1838333.34,908000,0,400000,400000,0,448666.66,5450500,267428.58,1304800,500000,142333.34,4900000,2140000,60000,334000,244000,12000000,2186000,950000,290800,66000,380000,310000,732000,430000,8120000,0,406000,0,2300000,194000,16733333.34,370000,1359000,747333.34,609200,292000,791200,0,922000,450000,1933333.34,0,307000,715000,35050000,0,0,528666.66,2352551.72,1473333.34,2465600,0,374000,400000,0,356000,60666.66,62000,0,3513333.34,1878571.42,3244909.1,9100000,280000,160000,65000,242666.66,814800
"52bfe707e",1554666.66,0,25100000,26400000,0,4000000,40000,1838333.34,3252500,30000000,400000,532000,5352666.66,565142.86,600000,320000,600000,0,3420000,2286500,4400000,2090000,450000,16733333.34,0,16818666.66,23985000,1109500,819750,1800000,10814666.66,30000000,11973333.34,10491200,4870000,140000,25300000,9600000,1359000,25100000,3056888.88,1448888.88,8260400,0,11115200,25300000,147090.9,0,500000,2253333.34,356000,0,0,2190000,3012000,22134000,0,282333.34,2090000,137000,0,922000,707000,14145000,4400000,0,2300000,1100000,831000,547000
"55b8efb3f",35050000,60666.66,5450500,292000,0,260000,280000,1600000,12000000,500000,1586888.88,120400,380000,792750,3147200,0,732000,75000,448666.66,400000,0,0,814800,247166.66,194000,267428.58,1878571.42,2465600,2352551.72,377333.34,3244909.1,0,0,1304800,466461.54,0,160000,941600,0,9100000,450000,528666.66,406000,92000,310000,0,0,400000,747333.34,3513333.34,440000,2460000,440000,307000,8120000,1359000,2793333.34,1933333.34,60000,1025333.34,7697500,550000,1477600,609200,1800000,0,3076666.66,0,1970800,0
"5658fd75e",922000,1933333.34,528666.66,715000,732000,2460000,307000,3513333.34,448666.66,0,5450500,1924000,908000,738571.42,2352551.72,142333.34,0,280000,0,3244909.1,0,0,60666.66,75000,92000,2186000,400000,747333.34,814800,2793333.34,374000,0,430000,35050000,160000,0,1878571.42,0,2140000,65000,370000,1304800,380000,400000,12000000,1473333.34,450000,244000,66000,500000,0,292000,0,267428.58,950000,609200,9100000,4900000,406000,0,2465600,1586888.88,1359000,8120000,0,310000,1477600,0,1338000,60000
"581d479dd",13263000,17000000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,8891333.34,0,8891333.34,17020000,8891333.34,17020000,17020000,0,0,17020000,17020000,17020000,17020000,17020000,2800000,17020000,17020000,17020000,17020000,0,17020000,2800000,0,17020000,17020000,17020000,17020000,8891333.34,17020000,0,17020000,0,17020000,17020000,17020000,556000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,0,17020000,17020000,2000,17020000,8891333.34,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,8891333.34,17020000
"5aab7cc72",20000000,1554666.66,8260400,3420000,25300000,600000,14145000,819750,2286500,0,2090000,831000,972000,819500,25100000,2400000,6880000,22134000,10814666.66,42000,4240000,167000,10491200,707000,0,4005500,16818666.66,880000,1448888.88,140000,1060000,0,1859333.34,3862000,40000,30000000,2190000,0,236857.14,38800000,7279000,5352666.66,3056888.88,26400000,23985000,0,282333.34,24200000,13693333.34,450000,2253333.34,4400000,1100000,3012000,111791333.3,3420000,2090000,0,147090.9,1200000,25100000,547000,3252500,11973333.34,1109500,25300000,11115200,500000,224000,30000000
"5b74875d4",707000,16733333.34,8120000,0,0,0,1304800,1878571.42,450000,3244909.1,609200,791200,0,1338000,307000,4200000,0,528666.66,370000,4900000,0,0,2186000,5450500,9100000,922000,1933333.34,290800,267428.58,292000,600000,6532000,1838333.34,2300000,814800,0,60666.66,747333.34,242666.66,23600000,4870000,950000,430000,65000,0,66000,374000,194000,4936000,400000,12000000,0,0,35050000,356000,380000,715000,0,0,0,244000,1359000,406000,908000,1473333.34,500000,60000,400000,0,448666.66
"60b8721e8",7000000,0,0,0,0,0,0,0,0,0,0,19360000,500000,19360000,0,19360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4133333.34,0,32266666.66,0,0,0,0,0,19360000,0,6376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19360000,0,0,0,0,0,0,0,0,19360000,0
"614c405a5",430000,8120000,12000000,0,7697500,1800000,60000,75000,814800,307000,310000,350000,3244909.1,0,1477600,115333.34,2465600,0,60666.66,1304800,747333.34,1473333.34,609200,440000,440000,380000,528666.66,292000,1359000,0,35050000,244000,1933333.34,0,1586888.88,0,5450500,2793333.34,1924000,0,2186000,448666.66,400000,0,2352551.72,9100000,267428.58,0,715000,280000,466461.54,0,941600,406000,450000,500000,732000,950000,1878571.42,242666.66,2460000,0,3513333.34,0,92000,3147200,1600000,400000,2140000,160000
"61636fa41",2090000,400000,908000,1200000,400000,0,950000,60666.66,374000,4900000,380000,440500,2253333.34,0,1304800,0,6532000,8120000,4870000,0,244000,0,922000,609200,715000,707000,16733333.34,0,35050000,0,40000,4900000,25300000,547000,267428.58,0,2186000,290800,62000,0,819750,356000,1838333.34,23600000,3244909.1,4936000,600000,1800000,1800000,1933333.34,0,0,0,2300000,11115200,430000,0,25100000,370000,359750,194000,406000,0,0,66000,400000,448666.66,1000000,0,450000
"625e88875",3147200,115636.36,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,550000,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,540000,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,834800,1563411.76,1775333.34,1563411.76,1775333.34,0,1775333.34,3076666.66,296444.44,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,440000,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1015000,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,247166.66,1563411.76,1775333.34,1600000,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"6726fff18",115636.36,1563411.76,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,1563411.76,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1563411.76,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1015000,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"680ecfac8",8260400,25100000,356000,0,6532000,0,2300000,1933333.34,4870000,600000,908000,332000,30000000,170000,35050000,1771818.18,244000,950000,25300000,40000,9600000,4400000,400000,8120000,23600000,22134000,0,1800000,922000,0,2190000,0,23985000,2090000,2186000,0,16733333.34,4936000,100000,0,450000,547000,2253333.34,1800000,374000,0,819750,4000000,0,4900000,450000,1200000,0,707000,3252500,0,0,1448888.88,1838333.34,1359000,0,380000,430000,11115200,1000000,3244909.1,0,4900000,404000,370000
"6d486ea36",280222.22,6814000,282333.34,64000,24200000,0,10814666.66,8260400,4005500,3862000,0,366666.66,2779666.66,108000,147090.9,1786666.66,5200000,2286500,3530500,3095200,0,0,972000,23985000,6880000,121000,111791333.3,456000,3056888.88,500000,477800,0,1227333.34,5187333.34,3420000,13693333.34,11973333.34,3420000,1002666.66,225000,90500,7279000,0,4240000,3012000,17900000,20000000,0,600000,5352666.66,1448888.88,0,880000,1859333.34,588000,42000,0,0,1554666.66,946800,167000,450000,16818666.66,1060000,38800000,14145000,2190000,11731500,1161200,10491200
"6d93dcb5f",1060000,10814666.66,2190000,880000,140000,0,450000,11115200,8260400,3420000,40000,900000,4005500,500000,25300000,819500,2090000,819750,5352666.66,3056888.88,38800000,24200000,2286500,600000,0,282333.34,147090.9,6880000,23985000,0,972000,3420000,3862000,42000,2253333.34,26400000,30000000,1100000,1614909.1,0,111791333.3,16818666.66,3012000,1109500,2090000,30000000,11973333.34,500000,4240000,3252500,707000,25100000,0,0,1554666.66,1448888.88,0,1859333.34,14145000,1786666.66,25300000,0,25100000,10491200,600000,547000,400000,4400000,160000,22134000
"6edaf114d",2286500,3252500,4870000,0,0,1000000,1838333.34,950000,400000,707000,374000,380000,2190000,1771818.18,430000,80000,1800000,370000,25100000,2090000,0,0,11115200,450000,0,30000000,547000,0,0,6532000,8260400,0,1448888.88,23985000,908000,0,356000,0,60000,9600000,14145000,25300000,40000,0,922000,0,22134000,4400000,600000,2300000,2186000,4900000,4936000,2253333.34,450000,600000,244000,3420000,0,500000,1200000,3244909.1,4900000,819750,1800000,35050000,1933333.34,4000000,384000,16733333.34
"735f22d30",374000,0,1878571.42,747333.34,2793333.34,7697500,500000,1477600,528666.66,609200,160000,0,2186000,0,310000,738571.42,9100000,3513333.34,1304800,380000,65000,244000,448666.66,1600000,1800000,450000,406000,0,12000000,941600,908000,715000,35050000,3244909.1,0,400000,60000,0,1970800,1473333.34,950000,400000,267428.58,0,5450500,0,8120000,0,0,1359000,75000,2465600,92000,0,1933333.34,814800,0,430000,307000,281000,732000,466461.54,2352551.72,60666.66,2460000,1586888.88,3147200,292000,846181.82,280000
"76adfbfa4",472000,133333.34,338000,444000,444000,444000,338000,338000,338000,338000,338000,0,0,0,338000,0,444000,338000,338000,338000,444000,444000,338000,338000,444000,338000,338000,444000,338000,444000,102000,444000,0,186666.66,338000,444000,338000,444000,0,444000,50000,338000,338000,444000,338000,444000,338000,444000,444000,338000,338000,444000,444000,338000,0,338000,444000,0,338000,0,444000,338000,338000,338000,444000,338000,338000,444000,0,338000
"7862786dc",3513333.34,440000,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,3147200,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,247166.66,3076666.66,1775333.34,1775333.34,1015000,1563411.76,1775333.34,0,1563411.76,1775333.34,1563411.76,1775333.34,1477600,1775333.34,75000,1600000,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,1586888.88,115636.36,296444.44,1775333.34,1563411.76,1775333.34,550000,1775333.34,0,1563411.76,1563411.76,1775333.34,1775333.34,540000,466461.54,1563411.76,1775333.34,0,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,834800,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"7e45f5bd5",14145000,40000,2300000,0,0,0,922000,3244909.1,1838333.34,4870000,950000,57714.28,3252500,332000,2186000,380000,0,35050000,2253333.34,819750,4400000,0,0,1304800,194000,25100000,600000,0,16733333.34,23600000,450000,9600000,30000000,22134000,1933333.34,1200000,4900000,1000000,1771818.18,4000000,23985000,707000,11115200,0,370000,4900000,25300000,1800000,0,374000,0,0,0,400000,2090000,356000,1800000,2190000,0,320000,4936000,8120000,908000,547000,6532000,450000,380000,244000,955500,430000
"7f38dc37a",10900000,6376000,0,0,0,0,0,0,0,0,0,19360000,7000000,19360000,0,19360000,0,0,0,32266666.66,0,0,0,0,0,4133333.34,0,0,0,0,14000000,0,17000000,0,0,0,0,0,19360000,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,800000,0,0,12000000,0,19360000,0,0,0,0,0,0,0,0,19360000,0
"7ff66b22b",2253333.34,356000,450000,6532000,244000,1473333.34,0,528666.66,2186000,35050000,0,600000,600000,4200000,406000,281000,290800,448666.66,16733333.34,2300000,4936000,1000000,908000,12000000,0,0,950000,0,380000,0,707000,0,0,1838333.34,609200,66000,8120000,715000,132200,0,400000,370000,4900000,0,267428.58,23600000,922000,0,0,1304800,814800,400000,747333.34,430000,4870000,3244909.1,0,547000,1933333.34,100000,0,500000,400000,374000,65000,307000,1878571.42,194000,0,60666.66
"814f58e7b",3420000,22134000,0,4400000,1000000,0,356000,2186000,600000,0,430000,170000,23985000,0,950000,100000,4900000,908000,819750,25100000,0,9600000,707000,380000,0,2090000,400000,4000000,2300000,0,1448888.88,0,450000,3252500,35050000,244000,922000,0,653333.34,0,2190000,11115200,25300000,0,4900000,1800000,40000,0,0,16733333.34,3244909.1,0,6532000,547000,30000000,1838333.34,1200000,14145000,4870000,380000,1800000,0,370000,2253333.34,4936000,1933333.34,450000,0,359750,374000
"83a8ff30e",113000,338000,338000,444000,444000,444000,338000,338000,338000,338000,338000,0,0,0,338000,0,444000,338000,338000,133333.34,444000,444000,338000,338000,444000,186666.66,338000,444000,338000,444000,0,444000,50000,0,338000,444000,338000,444000,0,444000,102000,338000,338000,444000,338000,444000,338000,444000,444000,338000,338000,444000,444000,338000,0,338000,444000,88000,338000,0,444000,338000,338000,338000,444000,338000,338000,444000,0,338000
"8469f3db5",4133333.34,0,0,0,0,0,0,0,0,0,0,19360000,0,19360000,0,19360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,19360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32266666.66,0,19360000,0,0,0,0,0,0,0,0,19360000,0
"883aa1994",467333.34,186666.66,338000,444000,444000,444000,338000,338000,338000,338000,338000,0,50000,0,338000,0,444000,338000,338000,338000,444000,444000,338000,338000,444000,0,338000,444000,338000,444000,88000,444000,102000,0,338000,444000,338000,444000,0,444000,0,338000,338000,444000,338000,444000,133333.34,444000,444000,338000,338000,444000,444000,338000,0,338000,444000,472000,338000,0,444000,338000,338000,338000,444000,338000,338000,444000,0,338000
"8acfb5133",17000000,350000,350000,300000,300000,300000,350000,350000,350000,350000,350000,685000,350000,685000,350000,685000,300000,350000,350000,350000,300000,300000,350000,350000,300000,350000,350000,300000,350000,300000,0,300000,350000,350000,350000,300000,350000,300000,685000,300000,350000,350000,350000,300000,350000,300000,350000,300000,300000,350000,350000,300000,300000,350000,350000,350000,300000,4000000,350000,685000,300000,350000,350000,350000,300000,350000,350000,300000,685000,350000
"8adafbb52",5450500,3147200,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,540000,115636.36,1563411.76,1964666.66,0,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,0,466461.54,0,0,296444.44,1563411.76,1775333.34,75000,834800,1775333.34,1563411.76,1775333.34,160000,158000,310000,1586888.88,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,3513333.34,550000,440000,1775333.34,1563411.76,1775333.34,1600000,1775333.34,332000,1563411.76,1563411.76,1775333.34,1775333.34,247166.66,1477600,1563411.76,1775333.34,2352551.72,1015000,273000,1775333.34,1563411.76,1563411.76,3076666.66,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"93548b774",42000,2286500,40000,25100000,0,1800000,819750,0,2090000,3252500,0,384000,3012000,532000,4870000,1432000,140000,600000,8260400,147090.9,2090000,26400000,23985000,4900000,4900000,0,30000000,25300000,25300000,0,3056888.88,4400000,5352666.66,16818666.66,1838333.34,0,2253333.34,4400000,320000,0,11973333.34,2190000,14145000,0,547000,1100000,3420000,1109500,6880000,11115200,2300000,0,4000000,450000,10491200,25100000,0,10814666.66,22134000,164000,9600000,16733333.34,400000,1448888.88,0,356000,922000,600000,0,707000
"950eeb8e9",90500,0,5352666.66,17900000,6880000,4400000,3012000,450000,10814666.66,282333.34,8260400,164000,6814000,137000,1448888.88,366666.66,4240000,14145000,1859333.34,1060000,0,456000,1554666.66,22134000,26400000,3530500,42000,13693333.34,10491200,2090000,588000,225000,121000,20000000,2190000,167000,16818666.66,0,108000,11731500,5187333.34,3862000,972000,24200000,2286500,0,7279000,5200000,0,0,30000000,3420000,30000000,4005500,3095200,11973333.34,38800000,2779666.66,3056888.88,513111.12,880000,2090000,3420000,111791333.3,500000,23985000,3252500,0,50000,147090.9
"95b87ff04",14000000,0,0,0,0,0,0,0,0,0,0,19360000,4133333.34,19360000,0,19360000,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,7000000,0,0,32266666.66,0,0,0,0,19360000,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,6376000,0,0,17000000,0,19360000,0,0,0,0,0,0,0,0,19360000,0
"95c895d3a",2300000,2186000,609200,0,0,0,528666.66,160000,0,400000,1359000,738571.42,430000,1970800,280000,2140000,0,5450500,450000,1933333.34,0,0,267428.58,1586888.88,2793333.34,35050000,60666.66,244000,307000,2460000,4900000,400000,370000,950000,2352551.72,0,814800,2465600,240000,715000,374000,8120000,0,9100000,500000,747333.34,3244909.1,65000,290800,1878571.42,310000,0,732000,1304800,908000,406000,292000,16733333.34,448666.66,514666.66,400000,1477600,60000,380000,0,3513333.34,0,1473333.34,1025333.34,12000000
"97dc5416f",2779666.66,7279000,10491200,5200000,4400000,26400000,16818666.66,30000000,11973333.34,3056888.88,1448888.88,371200,20000000,160000,450000,224000,3420000,2190000,111791333.3,1859333.34,17900000,11731500,282333.34,40000,0,1060000,10814666.66,0,0,25100000,121000,456000,3095200,0,23985000,38800000,2286500,6880000,660000,13693333.34,6814000,1554666.66,3862000,0,3420000,4240000,972000,0,225000,147090.9,2090000,24200000,2090000,42000,3530500,3012000,880000,5187333.34,5352666.66,314444.44,500000,25100000,14145000,4005500,30000000,3252500,22134000,167000,1786666.66,8260400
"9af4c0edd",972000,5352666.66,30000000,6880000,0,9600000,3252500,400000,2190000,1448888.88,2253333.34,320000,282333.34,1359000,547000,500000,0,11115200,16818666.66,3012000,0,500000,8260400,0,0,11973333.34,14145000,2090000,2090000,4400000,4005500,880000,42000,3056888.88,707000,1109500,22134000,0,0,30000000,1554666.66,147090.9,0,600000,40000,26400000,10491200,4400000,38800000,25100000,600000,25300000,0,3420000,10814666.66,23985000,1100000,3862000,450000,108000,140000,1838333.34,25300000,2286500,0,0,4870000,25100000,2400000,819750
"9eb93baef",450000,2253333.34,4900000,0,23600000,290800,374000,380000,2300000,356000,1933333.34,0,25100000,62000,450000,332000,1800000,3244909.1,707000,11115200,4000000,1800000,1838333.34,400000,400000,25300000,0,0,370000,66000,3252500,0,22134000,819750,0,0,430000,0,170000,4900000,2090000,600000,400000,6532000,950000,1200000,547000,244000,4400000,908000,1304800,4936000,194000,4870000,40000,16733333.34,1000000,30000000,922000,565142.86,0,60666.66,2186000,0,0,8120000,267428.58,0,653333.34,35050000
"9f1a79947",88000,338000,338000,444000,444000,444000,338000,338000,338000,338000,338000,0,0,0,338000,0,444000,338000,338000,338000,444000,444000,338000,338000,444000,133333.34,338000,444000,338000,444000,50000,444000,0,338000,338000,444000,338000,444000,0,444000,0,338000,338000,444000,338000,444000,338000,444000,444000,338000,338000,444000,444000,338000,186666.66,338000,444000,102000,338000,0,444000,338000,338000,338000,444000,338000,338000,444000,0,338000
"a36b78ff7",60000,1586888.88,1015000,0,1775333.34,1775333.34,1563411.76,1563411.76,834800,296444.44,1563411.76,1964666.66,3513333.34,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,466461.54,75000,274000,158000,550000,1563411.76,1775333.34,1477600,247166.66,1775333.34,1563411.76,1775333.34,280000,332000,160000,0,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,0,2352551.72,440000,1600000,1775333.34,1563411.76,1775333.34,3147200,1775333.34,377333.34,1563411.76,1563411.76,1775333.34,1775333.34,3076666.66,310000,540000,1775333.34,5450500,115636.36,168000,1775333.34,1563411.76,1563411.76,0,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"a5c7e6ca0",1227333.34,1060000,3012000,11731500,30000000,2090000,10491200,23985000,3056888.88,10814666.66,14145000,160000,3095200,164000,2190000,660000,167000,1448888.88,972000,7279000,456000,17900000,42000,25100000,25100000,0,282333.34,0,16818666.66,26400000,5187333.34,0,6814000,3530500,450000,3420000,0,500000,366666.66,5200000,121000,4005500,111791333.3,880000,147090.9,0,1859333.34,13693333.34,64000,2286500,3252500,38800000,4400000,1554666.66,20000000,5352666.66,24200000,588000,11973333.34,277000,0,22134000,8260400,3862000,6880000,30000000,2090000,4240000,1002666.66,3420000
"a70090dc7",400000,4900000,1304800,23600000,0,292000,267428.58,500000,0,450000,528666.66,334000,356000,791200,814800,600000,0,307000,430000,374000,0,0,1933333.34,280000,400000,16733333.34,3244909.1,66000,60666.66,9100000,4870000,0,0,922000,1878571.42,0,400000,1473333.34,4200000,194000,1838333.34,35050000,908000,244000,448666.66,400000,370000,290800,1000000,0,60000,715000,0,2186000,2300000,8120000,65000,600000,380000,170000,747333.34,5450500,609200,950000,0,12000000,1359000,0,440500,406000
"a9b6b48d9",121000,111791333.3,2286500,0,25100000,1109500,147090.9,22134000,10491200,3012000,23985000,1234666.66,1060000,2400000,3252500,160000,880000,30000000,1554666.66,3862000,13693333.34,0,11973333.34,2253333.34,1100000,972000,5352666.66,3420000,3420000,25300000,20000000,5200000,0,1859333.34,2090000,0,8260400,2090000,164000,4240000,3530500,10814666.66,42000,30000000,1448888.88,38800000,4005500,167000,17900000,14145000,40000,500000,0,3056888.88,7279000,0,6880000,3095200,16818666.66,1161200,4400000,25300000,450000,282333.34,26400000,25100000,819750,24200000,108000,2190000
"a9b88188e",186666.66,338000,338000,444000,444000,444000,338000,338000,338000,338000,338000,0,338000,0,338000,0,444000,338000,338000,338000,444000,444000,338000,338000,444000,338000,338000,444000,338000,444000,338000,444000,338000,338000,338000,444000,338000,444000,0,444000,338000,338000,338000,444000,338000,444000,338000,444000,444000,338000,338000,444000,444000,338000,338000,338000,444000,133333.34,338000,0,444000,338000,338000,338000,444000,338000,338000,444000,0,338000
"abc5dd31d",128500,102000,338000,444000,444000,444000,338000,338000,338000,338000,338000,0,113000,0,338000,0,444000,338000,0,50000,444000,444000,338000,338000,444000,0,338000,444000,338000,444000,30000,444000,467333.34,88000,338000,444000,338000,444000,0,444000,138000,338000,0,444000,338000,444000,0,444000,444000,338000,338000,444000,444000,133333.34,472000,338000,444000,0,338000,0,444000,338000,338000,186666.66,444000,338000,338000,444000,0,338000
"ad960f947",280000,466461.54,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1015000,540000,1563411.76,1964666.66,1477600,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,440000,1600000,0,1775333.34,834800,1563411.76,1775333.34,3147200,115636.36,1775333.34,1563411.76,1775333.34,3513333.34,0,0,75000,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,310000,247166.66,3076666.66,1775333.34,1563411.76,1775333.34,0,1775333.34,274000,1563411.76,1563411.76,1775333.34,1775333.34,296444.44,1586888.88,1563411.76,1775333.34,160000,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,550000,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"b3b9034fe",10491200,450000,400000,0,1200000,1800000,0,370000,11115200,2253333.34,922000,653333.34,8260400,80000,4900000,404000,0,16733333.34,3252500,23985000,600000,140000,819750,2186000,4936000,2190000,25300000,0,600000,0,2286500,1100000,3420000,1448888.88,374000,0,4870000,244000,359750,0,147090.9,25100000,2090000,0,0,9600000,30000000,0,1109500,1838333.34,908000,4000000,0,40000,14145000,707000,1800000,0,547000,819500,4900000,35050000,2300000,22134000,0,430000,950000,4400000,0,356000
"b9713bb06",8120000,307000,1477600,0,158000,0,1586888.88,834800,3513333.34,160000,3076666.66,1964666.66,448666.66,1964666.66,247166.66,168000,1800000,550000,500000,814800,0,732000,280000,1563411.76,1775333.34,528666.66,2352551.72,92000,75000,1775333.34,60666.66,0,0,609200,296444.44,0,3147200,332000,800000,2460000,400000,1359000,12000000,377333.34,1600000,7697500,1878571.42,2793333.34,400000,466461.54,540000,440000,0,5450500,406000,0,260000,267428.58,310000,142333.34,194000,1563411.76,440000,60000,274000,115636.36,1015000,941600,350000,0
"bb8caeeb7",6814000,3862000,147090.9,4240000,0,25300000,3420000,25100000,16818666.66,10491200,30000000,1614909.1,7279000,1234666.66,2090000,371200,0,3252500,42000,4005500,0,0,5352666.66,11115200,600000,111791333.3,3012000,38800000,8260400,1100000,3530500,13693333.34,1060000,972000,22134000,500000,14145000,26400000,160000,167000,0,3056888.88,282333.34,4400000,2190000,24200000,1554666.66,3420000,11731500,1448888.88,819750,6880000,1109500,11973333.34,1859333.34,2286500,30000000,20000000,0,4800000,2090000,2253333.34,23985000,10814666.66,25100000,40000,25300000,880000,366666.66,450000
